년도,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
,,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액,이용자수,이용건수,이용금액
업종명,성별,,,,,,,,,,,,
수산물 소매업,여성,146264.0,162741.0,10250667073.0,164303.0,185765.0,10693858201.0,136866.0,151064.0,8882429964.0,117232.0,129172.0,7707578839.0
슈퍼마켓,남성,2776302.0,3237645.0,70212783951.0,2738966.0,3224212.0,69574932047.0,2877557.0,3406401.0,75948601092.0,1991848.0,2357495.0,54669634824.0
슈퍼마켓,알수없음,702514.0,939081.0,57291748188.0,712878.0,963197.0,59757525681.0,699294.0,938654.0,56683823904.0,502028.0,668736.0,40834468261.0
슈퍼마켓,여성,2279822.0,2684156.0,67133513068.0,2253142.0,2668069.0,66067773435.0,2328739.0,2759974.0,69993534454.0,1573409.0,1861977.0,49006119099.0
스포츠 및 레크레이션 용품 임대업,남성,205040.0,223981.0,19992355873.0,196196.0,215288.0,18055505367.0,203109.0,223854.0,16666346779.0,140221.0,154067.0,10881093425.0
스포츠 및 레크레이션 용품 임대업,알수없음,37591.0,42380.0,10224327467.0,37386.0,42001.0,9852012886.0,33455.0,37511.0,7305254786.0,23334.0,25899.0,4515077260.0
스포츠 및 레크레이션 용품 임대업,여성,155779.0,170136.0,17878747416.0,147805.0,162234.0,16338932022.0,131542.0,144819.0,13697923019.0,85455.0,93227.0,8536410721.0
여관업,남성,224364.0,238445.0,16563763729.0,216299.0,230320.0,16142787777.0,170645.0,181189.0,12438308251.0,134349.0,143715.0,11256072527.0
여관업,알수없음,104883.0,143857.0,33686473707.0,100641.0,140246.0,31737903002.0,73204.0,106014.0,18847015804.0,60768.0,91115.0,19035660192.0
여관업,여성,154800.0,167029.0,10986158315.0,151227.0,163787.0,10798237688.0,104486.0,111082.0,7819897037.0,88384.0,94372.0,7579685755.0
여행사업,남성,16355.0,16949.0,1670985252.0,22846.0,23286.0,2162576877.0,14460.0,15134.0,1252277633.0,15236.0,18785.0,1182668750.0
여행사업,알수없음,7066.0,7659.0,5152773964.0,9442.0,10245.0,5758753060.0,5407.0,5763.0,2481794995.0,4668.0,5105.0,1680341256.0
여행사업,여성,14860.0,15430.0,1128253095.0,19621.0,20117.0,1559996602.0,10738.0,11329.0,878767433.0,11988.0,15352.0,836863139.0
욕탕업,남성,81502.0,88090.0,1672311952.0,89793.0,99527.0,1849738687.0,73082.0,80844.0,1439176554.0,28721.0,32021.0,577996340.0
욕탕업,알수없음,10234.0,11059.0,394558620.0,11888.0,13349.0,499062827.0,9542.0,10434.0,366022202.0,4223.0,4665.0,153176900.0
욕탕업,여성,51017.0,54982.0,1251471461.0,58717.0,65849.0,1474180438.0,42166.0,46846.0,1072941247.0,16394.0,18170.0,400792511.0
육류 소매업,남성,134115.0,143281.0,8091361758.0,136848.0,146460.0,8268245516.0,152076.0,163428.0,9261859517.0,107911.0,115541.0,6995654185.0
육류 소매업,알수없음,45347.0,51375.0,10725992379.0,47665.0,54117.0,11825716588.0,46591.0,52740.0,11503890645.0,35036.0,39762.0,8792841739.0
육류 소매업,여성,137073.0,146021.0,8049646838.0,137994.0,147520.0,8183829805.0,144277.0,154777.0,8609700709.0,102232.0,109277.0,6391629308.0
일반유흥 주점업,남성,136358.0,152028.0,31318532653.0,126594.0,141738.0,28055412479.0,89309.0,98643.0,20732034258.0,22985.0,25032.0,5461357205.0
일반유흥 주점업,알수없음,30916.0,33567.0,13068722867.0,29569.0,32261.0,12292295958.0,20287.0,21939.0,8871367196.0,5837.0,6276.0,2960801744.0
일반유흥 주점업,여성,37011.0,39902.0,4279820191.0,35396.0,38209.0,3950721173.0,22833.0,24340.0,2888816243.0,5261.0,5547.0,725888310.0
일식 음식점업,남성,277616.0,283011.0,19620626690.0,283749.0,290326.0,18545316534.0,244238.0,249986.0,16020578078.0,181447.0,186755.0,11664590058.0
일식 음식점업,알수없음,110831.0,115848.0,14161701104.0,111130.0,116138.0,13351427632.0,91904.0,95769.0,10432197052.0,71325.0,75073.0,7183605419.0
일식 음식점업,여성,194768.0,198173.0,11504067854.0,204404.0,208676.0,11124523861.0,164592.0,168142.0,8911088326.0,126044.0,129501.0,6778640383.0
자동차 임대업,남성,115248.0,116673.0,8369438231.0,125073.0,126151.0,8972186588.0,114805.0,115859.0,8710591023.0,91602.0,92283.0,7981960348.0
자동차 임대업,알수없음,48152.0,49032.0,5517724045.0,49535.0,50394.0,5476327538.0,45266.0,45961.0,5937217317.0,34963.0,35383.0,5072081057.0
자동차 임대업,여성,68899.0,69980.0,4611570489.0,76986.0,77946.0,4953532745.0,65373.0,66200.0,4593282289.0,55507.0,56120.0,4498203505.0
전시 및 행사 대행업,남성,217326.0,246967.0,6975508953.0,227561.0,259724.0,6858922878.0,139284.0,160857.0,3869317099.0,126840.0,151463.0,3514581487.0
전시 및 행사 대행업,알수없음,44387.0,53116.0,7706726280.0,51775.0,63804.0,7834628775.0,23320.0,27590.0,1879352435.0,19671.0,24318.0,1224645524.0
전시 및 행사 대행업,여성,202380.0,230372.0,6031721615.0,217083.0,250036.0,6263806168.0,132125.0,154375.0,3604648920.0,123558.0,147949.0,3233963957.0
정기 항공 운송업,남성,164671.0,161607.0,26909534439.0,163403.0,161784.0,24781256765.0,112376.0,107353.0,9168735356.0,110663.0,104789.0,7291804909.0
정기 항공 운송업,알수없음,55841.0,64998.0,11889635215.0,54579.0,64899.0,11407116976.0,36055.0,41581.0,4049221498.0,37829.0,38004.0,2847087826.0
